OID_,ECOLSYS_LU,VALUE_1,VALUE_2,VALUE_3,VALUE_4,L3eco,NoThreat,LowThreat,MedThreat,HighThreat,AllThreat,Total,Percent
,East Gulf Coastal Plain Limestone Forest,446400.000000000000000,31500.000000000000000,14400.000000000000000,44100.000000000000000,75,44.6399994,3.1500001,1.4400001,4.4099998,9.0000000,53.6399994,16.7784996
,East Gulf Coastal Plain Maritime Forest,356824800.000000000000000,9070200.000000000000000,5759100.000000000000000,72602100.000000000000000,75,35682.5000000,907.0200195,575.9099731,7260.2099609,8743.1396484,44425.6015625,19.6804008
,East Gulf Coastal Plain Southern Mesic Slope Forest,21555000.000000000000000,379800.000000000000000,180000.000000000000000,4401000.000000000000000,75,2155.5000000,37.9799995,18.0000000,440.1000061,496.0799866,2651.5800781,18.7087994
,Southern Coastal Plain Dry Upland Hardwood Forest,81172800.000000000000000,2287800.000000000000000,1344600.000000000000000,14781600.000000000000000,75,8117.2797852,228.7799988,134.4600067,1478.1600342,1841.4000244,9958.6796875,18.4904003
,Southern Coastal Plain Oak Dome and Hammock,1074713400.000000000000000,23959800.000000000000000,15447600.000000000000000,105223500.000000000000000,75,107471.0000000,2395.9799805,1544.7600098,10522.2998047,14463.0000000,121934.0000000,11.8613005
,West Gulf Coastal Plain Pine-Hardwood Forest,15300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,1.5300000,0.0000000,0.0000000,0.0000000,0.0000000,1.5300000,0.0000000
,Atlantic Coastal Plain Fall-Line Sandhills Longleaf Pine Woodland - Loblolly Modifier,4500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,0.4500000,0.0000000,0.0000000,0.0000000,0.0000000,0.4500000,0.0000000
,Deciduous Plantations,3440965500.000000000000000,107010000.000000000000000,59170500.000000000000000,421385400.000000000000000,75,344097.0000000,10701.0000000,5917.0498047,42138.5000000,58756.6015625,402854.0000000,14.5851002
,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Loblolly Modifier,283437900.000000000000000,7632900.000000000000000,4015800.000000000000000,16497900.000000000000000,75,28343.8007813,763.2899780,401.5799866,1649.7900391,2814.6599121,31158.5000000,9.0333595
,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Offsite Hardwood Modifier,6601500.000000000000000,247500.000000000000000,216900.000000000000000,745200.000000000000000,75,660.1500244,24.7500000,21.6900005,74.5199966,120.9599991,781.1099854,15.4856997
,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Offsite Hardwood Modifier,1573830900.000000000000000,13285800.000000000000000,7911900.000000000000000,36989100.000000000000000,75,157383.0000000,1328.5799561,791.1900024,3698.9099121,5818.6801758,163202.0000000,3.5653200
,Evergreen Plantation or Managed Pine,13164019200.000000000000000,146042100.000000000000000,85637700.000000000000000,508007700.000000000000000,75,1316400.0000000,14604.2001953,8563.7695313,50800.8007813,73968.7968750,1390370.0000000,5.3200798
,Southern and Central Appalachian Oak Forest,321300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,32.1300011,0.0000000,0.0000000,0.0000000,0.0000000,32.1300011,0.0000000
,Managed Tree Plantation,125100.000000000000000,900.000000000000000,0.000000000000000,55800.000000000000000,75,12.5100002,0.0900000,0.0000000,5.5799999,5.6700001,18.1800003,31.1881008
,Ruderal forest,27000.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,75,2.7000000,0.0900000,0.0000000,0.0000000,0.0900000,2.7900000,3.2258101
,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,361021500.000000000000000,8469900.000000000000000,4923900.000000000000000,43491600.000000000000000,75,36102.1015625,846.9899902,492.3900146,4349.1601563,5688.5400391,41790.6015625,13.6120005
,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,103500.000000000000000,1800.000000000000000,900.000000000000000,6300.000000000000000,75,10.3500004,0.1800000,0.0900000,0.6300000,0.9000000,11.2500000,8.0000000
,Southern Atlantic Coastal Plain Mesic Hardwood Forest,54000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,5.4000001,0.0000000,0.0000000,0.0000000,0.0000000,5.4000001,0.0000000
,Atlantic Coastal Plain Blackwater Stream Floodplain Forest - Forest Modifier,1006956900.000000000000000,19904400.000000000000000,13041900.000000000000000,104480100.000000000000000,75,100696.0000000,1990.4399414,1304.1899414,10448.0000000,13742.5996094,114439.0000000,12.0087004
,Atlantic Coastal Plain Small Blackwater River Floodplain Forest,1947818700.000000000000000,36448200.000000000000000,22168800.000000000000000,208262700.000000000000000,75,194782.0000000,3644.8200684,2216.8798828,20826.3007813,26688.0000000,221470.0000000,12.0503998
,Atlantic Coastal Plain Southern Tidal Wooded Swamp,86166900.000000000000000,1458900.000000000000000,872100.000000000000000,7830900.000000000000000,75,8616.6904297,145.8899994,87.2099991,783.0900269,1016.1900024,9632.8798828,10.5492001
,East Gulf Coastal Plain Large River Floodplain Forest - Forest Modifier,1726523100.000000000000000,5843700.000000000000000,3197700.000000000000000,9599400.000000000000000,75,172652.0000000,584.3699951,319.7699890,959.9400024,1864.0799561,174516.0000000,1.0681400
,East Gulf Coastal Plain Small Stream and River Floodplain Forest,82642500.000000000000000,975600.000000000000000,585900.000000000000000,2837700.000000000000000,75,8264.2500000,97.5599976,58.5900002,283.7699890,439.9200134,8704.1699219,5.0541301
,East Gulf Coastal Plain Tidal Wooded Swamp,198514800.000000000000000,2712600.000000000000000,1800000.000000000000000,12564900.000000000000000,75,19851.5000000,271.2600098,180.0000000,1256.4899902,1707.7500000,21559.3007813,7.9211798
,Mississippi River Floodplain and Riparian Forest,5400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,0.5400000,0.0000000,0.0000000,0.0000000,0.0000000,0.5400000,0.0000000
,Mississippi River Riparian Forest,429300.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,75,42.9300003,0.0900000,0.0000000,0.0000000,0.0900000,43.0200005,0.2092050
,Southern Coastal Plain Blackwater River Floodplain Forest,5426709300.000000000000000,100076400.000000000000000,63628200.000000000000000,552604500.000000000000000,75,542671.0000000,10007.5996094,6362.8198242,55260.3984375,71630.7968750,614302.0000000,11.6604996
,Gulf and Atlantic Coastal Plain Swamp Systems,14612400.000000000000000,198900.000000000000000,45900.000000000000000,693900.000000000000000,75,1461.2399902,19.8899994,4.5900002,69.3899994,93.8700027,1555.1099854,6.0362301
,Southern Coastal Plain Hydric Hammock,5062591800.000000000000000,108888300.000000000000000,71054100.000000000000000,679966200.000000000000000,75,506259.0000000,10888.7998047,7105.4101563,67996.6015625,85990.7968750,592250.0000000,14.5193005
,Southern Coastal Plain Seepage Swamp and Baygall,560307600.000000000000000,13620600.000000000000000,8781300.000000000000000,77835600.000000000000000,75,56030.8007813,1362.0600586,878.1300049,7783.5600586,10023.7998047,66054.5000000,15.1750002
,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest  - Taxodium/Nyssa Modifier,94968000.000000000000000,262800.000000000000000,100800.000000000000000,627300.000000000000000,75,9496.7998047,26.2800007,10.0799999,62.7299995,99.0899963,9595.8896484,1.0326300
,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest - Oak Dominated Modifier,139948200.000000000000000,2637900.000000000000000,1445400.000000000000000,17922600.000000000000000,75,13994.7998047,263.7900085,144.5399933,1792.2600098,2200.5900879,16195.4003906,13.5876999
,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,16200.000000000000000,0.000000000000000,0.000000000000000,2700.000000000000000,75,1.6200000,0.0000000,0.0000000,0.2700000,0.2700000,1.8900000,14.2856998
,Southern Coastal Plain Nonriverine Basin Swamp,3441248100.000000000000000,43881300.000000000000000,25355700.000000000000000,165344400.000000000000000,75,344125.0000000,4388.1298828,2535.5700684,16534.4003906,23458.0996094,367583.0000000,6.3817201
,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Bay/Gum Modifier,215334900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,21533.5000000,0.0000000,0.0000000,0.0000000,0.0000000,21533.5000000,0.0000000
,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Pine Modifier,170368200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,17036.8007813,0.0000000,0.0000000,0.0000000,0.0000000,17036.8007813,0.0000000
,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Taxodium Modifier,1213716600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,121372.0000000,0.0000000,0.0000000,0.0000000,0.0000000,121372.0000000,0.0000000
,Atlantic Coastal Plain Clay-Based Carolina Bay Forested Wetland,9906300.000000000000000,28800.000000000000000,36900.000000000000000,801000.000000000000000,75,990.6300049,2.8800001,3.6900001,80.0999985,86.6699982,1077.3000488,8.0451097
,Atlantic Coastal Plain Clay-Based Carolina Bay Herbaceous Wetland,1259100.000000000000000,37800.000000000000000,27000.000000000000000,193500.000000000000000,75,125.9100037,3.7800000,2.7000000,19.3500004,25.8299999,151.7400055,17.0224991
,Atlantic Coastal Plain Southern Wet Pine Savanna and Flatwoods,649003500.000000000000000,12833100.000000000000000,8776800.000000000000000,68885100.000000000000000,75,64900.3984375,1283.3100586,877.6799927,6888.5097656,9049.5000000,73949.8984375,12.2372999
,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,6300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,0.6300000,0.0000000,0.0000000,0.0000000,0.0000000,0.6300000,0.0000000
,Central Florida Pine Flatwoods,246798900.000000000000000,7887600.000000000000000,5973300.000000000000000,49292100.000000000000000,75,24679.9003906,788.7600098,597.3300171,4929.2099609,6315.2998047,30995.1992188,20.3750992
,East Gulf Coastal Plain Near-Coast Pine Flatwoods,9148500.000000000000000,188100.000000000000000,12600.000000000000000,1197000.000000000000000,75,914.8499756,18.8099995,1.2600000,119.6999969,139.7700043,1054.6199951,13.2531004
,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,4949566200.000000000000000,93392100.000000000000000,54934200.000000000000000,371945700.000000000000000,75,494957.0000000,9339.2099609,5493.4199219,37194.6015625,52027.1992188,546984.0000000,9.5116501
,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier,212975100.000000000000000,1665900.000000000000000,877500.000000000000000,4317300.000000000000000,75,21297.5000000,166.5899963,87.7500000,431.7300110,686.0700073,21983.5996094,3.1208301
,South Florida Pine Flatwoods,3688976700.000000000000000,60505200.000000000000000,40607100.000000000000000,526329900.000000000000000,75,368898.0000000,6050.5200195,4060.7099609,52633.0000000,62744.1992188,431642.0000000,14.5361996
,Southern Coastal Plain Nonriverine Cypress Dome,3823129800.000000000000000,36159300.000000000000000,24880500.000000000000000,236755800.000000000000000,75,382313.0000000,3615.9299316,2488.0500488,23675.5996094,29779.5996094,412093.0000000,7.2264299
,Southeast Florida Beach,14400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,1.4400001,0.0000000,0.0000000,0.0000000,0.0000000,1.4400001,0.0000000
,Southwest Florida Beach,15913800.000000000000000,39600.000000000000000,30600.000000000000000,539100.000000000000000,75,1591.3800049,3.9600000,3.0599999,53.9099998,60.9300003,1652.3100586,3.6875601
,South Florida Everglades Sawgrass Marsh,1757700.000000000000000,28800.000000000000000,11700.000000000000000,147600.000000000000000,75,175.7700043,2.8800001,1.1700000,14.7600002,18.8099995,194.5800018,9.6669798
,South Florida Freshwater Slough and Gator Hole,7458300.000000000000000,403200.000000000000000,181800.000000000000000,2925000.000000000000000,75,745.8300171,40.3199997,18.1800003,292.5000000,351.0000000,1096.8299561,32.0013008
,South Florida Wet Marl Prairie,63000.000000000000000,1800.000000000000000,0.000000000000000,10800.000000000000000,75,6.3000002,0.1800000,0.0000000,1.0800000,1.2600000,7.5599999,16.6667004
,Texas-Louisiana Coastal Prairie,3600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,0.3600000,0.0000000,0.0000000,0.0000000,0.0000000,0.3600000,0.0000000
,Florida Dry Prairie,1175154300.000000000000000,11187000.000000000000000,7641000.000000000000000,61760700.000000000000000,75,117515.0000000,1118.6999512,764.0999756,6176.0698242,8058.8701172,125574.0000000,6.4176302
,Florida Peninsula Inland Scrub,777929400.000000000000000,16340400.000000000000000,10464300.000000000000000,75623400.000000000000000,75,77792.8984375,1634.0400391,1046.4300537,7562.3398438,10242.7998047,88035.7031250,11.6348000
,Atlantic and Gulf Coastal Plain Interdunal Wetland,1019700.000000000000000,2700.000000000000000,1800.000000000000000,66600.000000000000000,75,101.9700012,0.2700000,0.1800000,6.6599998,7.1100001,109.0800018,6.5181499
,Atlantic Coastal Plain Southern Dune and Maritime Grassland,3979800.000000000000000,37800.000000000000000,19800.000000000000000,487800.000000000000000,75,397.9800110,3.7800000,1.9800000,48.7799988,54.5400009,452.5199890,12.0524998
,East Gulf Coastal Plain Dune and Coastal Grassland,34401600.000000000000000,120600.000000000000000,82800.000000000000000,831600.000000000000000,75,3440.1599121,12.0600004,8.2799997,83.1600037,103.5000000,3543.6599121,2.9207101
,Southwest Florida Dune and Coastal Grassland,33723000.000000000000000,678600.000000000000000,423900.000000000000000,9810000.000000000000000,75,3372.3000488,67.8600006,42.3899994,981.0000000,1091.2500000,4463.5498047,24.4480000
,Atlantic Coastal Plain Sea Island Beach,28121400.000000000000000,171000.000000000000000,54900.000000000000000,799200.000000000000000,75,2812.1398926,17.1000004,5.4899998,79.9199982,102.5100021,2914.6499023,3.5170600
,Atlantic Coastal Plain Southern Beach,24349500.000000000000000,0.000000000000000,19800.000000000000000,155700.000000000000000,75,2434.9499512,0.0000000,1.9800000,15.5699997,17.5499992,2452.5000000,0.7155960
,Florida Panhandle Beach Vegetation,78278400.000000000000000,181800.000000000000000,100800.000000000000000,918000.000000000000000,75,7827.8398438,18.1800003,10.0799999,91.8000031,120.0599976,7947.8999023,1.5105900
,Atlantic Coastal Plain Peatland Pocosin,29284200.000000000000000,59400.000000000000000,28800.000000000000000,1751400.000000000000000,75,2928.4199219,5.9400001,2.8800001,175.1399994,183.9600067,3112.3798828,5.9105902
,Atlantic Coastal Plain Central Fresh-Oligohaline Tidal Marsh,517187700.000000000000000,8264700.000000000000000,3564000.000000000000000,26577000.000000000000000,75,51718.8007813,826.4699707,356.3999939,2657.6999512,3840.5700684,55559.3984375,6.9125500
,Florida Big Bend Fresh-Oligohaline Tidal Marsh,46340100.000000000000000,195300.000000000000000,269100.000000000000000,597600.000000000000000,75,4634.0097656,19.5300007,26.9099998,59.7599983,106.1999969,4740.2099609,2.2404101
,Atlantic Coastal Plain Depression Pondshore,104154300.000000000000000,170100.000000000000000,36900.000000000000000,241200.000000000000000,75,10415.4003906,17.0100002,3.6900001,24.1200008,44.8199997,10460.2001953,0.4284810
,Central Florida Herbaceous Pondshore,132931800.000000000000000,3033900.000000000000000,1999800.000000000000000,23484600.000000000000000,75,13293.2001953,303.3900146,199.9799957,2348.4599609,2851.8300781,16145.0000000,17.6639004
,Central Florida Herbaceous Seep,877396500.000000000000000,8853300.000000000000000,5242500.000000000000000,51924600.000000000000000,75,87739.6015625,885.3300171,524.2500000,5192.4599609,6602.0400391,94341.6015625,6.9980202
,East Gulf Coastal Plain Savanna and Wet Prairie,382006800.000000000000000,8505000.000000000000000,5121900.000000000000000,35361900.000000000000000,75,38200.6992188,850.5000000,512.1900024,3536.1899414,4898.8798828,43099.6015625,11.3663998
,East Gulf Coastal Plain Depression Pondshore,492276600.000000000000000,2805300.000000000000000,1898100.000000000000000,21864600.000000000000000,75,49227.6992188,280.5299988,189.8099976,2186.4599609,2656.8000488,51884.5000000,5.1206002
,Floridian Highlands Freshwater Marsh,3328117200.000000000000000,52236000.000000000000000,30573900.000000000000000,309504600.000000000000000,75,332812.0000000,5223.6000977,3057.3898926,30950.5000000,39231.5000000,372044.0000000,10.5448999
,Southern Coastal Plain Herbaceous Seepage Bog,7200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,0.7200000,0.0000000,0.0000000,0.0000000,0.0000000,0.7200000,0.0000000
,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Clethra Modifier,505955700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,50595.6015625,0.0000000,0.0000000,0.0000000,0.0000000,50595.6015625,0.0000000
,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Nupea Modifier,85068900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,8506.8896484,0.0000000,0.0000000,0.0000000,0.0000000,8506.8896484,0.0000000
,Atlantic Coastal Plain Central Salt and Brackish Tidal Marsh,2747054700.000000000000000,54242100.000000000000000,28263600.000000000000000,219491100.000000000000000,75,274705.0000000,5424.2099609,2826.3601074,21949.0996094,30199.6992188,304905.0000000,9.9046297
,Atlantic Coastal Plain Indian River Lagoon Tidal Marsh,77193000.000000000000000,117900.000000000000000,45000.000000000000000,1712700.000000000000000,75,7719.2998047,11.7900000,4.5000000,171.2700043,187.5599976,7906.8598633,2.3721199
,Florida Big Bend Salt-Brackish Tidal Marsh,686395800.000000000000000,1832400.000000000000000,1139400.000000000000000,3473100.000000000000000,75,68639.6015625,183.2400055,113.9400024,347.3099976,644.4899902,69284.1015625,0.9302130
,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,41719500.000000000000000,295200.000000000000000,59400.000000000000000,983700.000000000000000,75,4171.9501953,29.5200005,5.9400001,98.3700027,133.8300018,4305.7797852,3.1081500
,Mississippi Sound Salt and Brackish Tidal Marsh,420364800.000000000000000,2925900.000000000000000,1809900.000000000000000,16086600.000000000000000,75,42036.5000000,292.5899963,180.9900055,1608.6600342,2082.2399902,44118.6992188,4.7196298
,East Gulf Coastal Plain Large River Floodplain Forest - Herbaceous Modifier,30618000.000000000000000,498600.000000000000000,144000.000000000000000,410400.000000000000000,75,3061.8000488,49.8600006,14.3999996,41.0400009,105.3000031,3167.1000977,3.3248100
,Unconsolidated Shore,29913300.000000000000000,268200.000000000000000,176400.000000000000000,1586700.000000000000000,75,2991.3300781,26.8199997,17.6399994,158.6699982,203.1300049,3194.4599609,6.3588200
,Undifferentiated Barren Land,290075400.000000000000000,2287800.000000000000000,1687500.000000000000000,15777900.000000000000000,75,29007.5000000,228.7799988,168.7500000,1577.7900391,1975.3199463,30982.8007813,6.3755398
,Cultivated Cropland,5915816100.000000000000000,114604200.000000000000000,65610000.000000000000000,359240400.000000000000000,75,591582.0000000,11460.4003906,6561.0000000,35924.0000000,53945.3984375,645527.0000000,8.3568001
,Pasture/Hay,13448647800.000000000000000,303592500.000000000000000,187091100.000000000000000,1072805400.000000000000000,75,1344860.0000000,30359.3007813,18709.0996094,107281.0000000,156349.0000000,1501210.0000000,10.4148998
,Introduced Upland Vegetation - Perennial Grassland and Forbland,27000.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,75,2.7000000,0.0900000,0.0000000,0.0000000,0.0900000,2.7900000,3.2258101
,Introduced Riparian and Wetland Vegetation,2700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75,0.2700000,0.0000000,0.0000000,0.0000000,0.0000000,0.2700000,0.0000000
,"Disturbed, Non-specific",204300.000000000000000,0.000000000000000,2700.000000000000000,49500.000000000000000,75,20.4300003,0.0000000,0.2700000,4.9499998,5.2199998,25.6499996,20.3509007
,Harvested Forest - Grass/Forb Regeneration,2822276700.000000000000000,41510700.000000000000000,22513500.000000000000000,147457800.000000000000000,75,282228.0000000,4151.0698242,2251.3500977,14745.7998047,21148.1992188,303376.0000000,6.9709501
,Harvested Forest-Shrub Regeneration,2084173200.000000000000000,35804700.000000000000000,19920600.000000000000000,112478400.000000000000000,75,208417.0000000,3580.4699707,1992.0600586,11247.7998047,16820.3007813,225237.0000000,7.4678202
,Disturbed/Successional - Grass/Forb Regeneration,4150172700.000000000000000,96220800.000000000000000,58930200.000000000000000,374175000.000000000000000,75,415017.0000000,9622.0800781,5893.0200195,37417.5000000,52932.6015625,467950.0000000,11.3115997
,Disturbed/Successional - Shrub Regeneration,3433112100.000000000000000,64744200.000000000000000,39706200.000000000000000,258785100.000000000000000,75,343311.0000000,6474.4199219,3970.6201172,25878.5000000,36323.5000000,379635.0000000,9.5680103
,Open Water (Aquaculture),2154600.000000000000000,127800.000000000000000,81900.000000000000000,1386000.000000000000000,75,215.4600067,12.7799997,8.1899996,138.6000061,159.5700073,375.0299988,42.5485992
,Open Water (Brackish/Salt),1688923800.000000000000000,8864100.000000000000000,4648500.000000000000000,42636600.000000000000000,75,168892.0000000,886.4099731,464.8500061,4263.6601563,5614.9199219,174507.0000000,3.2175901
,Open Water (Fresh),3323274300.000000000000000,13878000.000000000000000,8900100.000000000000000,93627900.000000000000000,75,332327.0000000,1387.8000488,890.0100098,9362.7900391,11640.5996094,343968.0000000,3.3842101
,"Quarries, Mines, Gravel Pits and Oil Wells",76888800.000000000000000,1022400.000000000000000,694800.000000000000000,5663700.000000000000000,75,7688.8798828,102.2399979,69.4800034,566.3699951,738.0900269,8426.9697266,8.7586603
,"Developed, Open Space",6527718000.000000000000000,119804400.000000000000000,83585700.000000000000000,1069279200.000000000000000,75,652772.0000000,11980.4003906,8358.5703125,106928.0000000,127267.0000000,780039.0000000,16.3155003
,"Developed, Low Intensity",5172183000.000000000000000,67470300.000000000000000,51976800.000000000000000,754148700.000000000000000,75,517218.0000000,6747.0297852,5197.6801758,75414.8984375,87359.6015625,604578.0000000,14.4497004
,"Developed, Medium Intensity",2969295300.000000000000000,20790900.000000000000000,15192000.000000000000000,288310500.000000000000000,75,296930.0000000,2079.0900879,1519.1999512,28831.0996094,32429.4003906,329359.0000000,9.8462200
,"Developed, High Intensity",931689900.000000000000000,3303000.000000000000000,2260800.000000000000000,58728600.000000000000000,75,93169.0000000,330.2999878,226.0800018,5872.8598633,6429.2402344,99598.2031250,6.4551802
, ,10800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,1.0800000,0.0000000,0.0000000,0.0000000,0.0000000,1.0800000,0.0000000
,Madrean Encinal,47913300.000000000000000,29700.000000000000000,15300.000000000000000,36900.000000000000000,26,4791.3300781,2.9700000,1.5300000,3.6900001,8.1899996,4799.5200195,0.1706420
,Madrean Pinyon-Juniper Woodland,652947300.000000000000000,114300.000000000000000,36000.000000000000000,9000.000000000000000,26,65294.6992188,11.4300003,3.5999999,0.9000000,15.9300003,65310.6015625,0.0243911
,Madrean Pine-Oak Forest and Woodland,3626100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,362.6099854,0.0000000,0.0000000,0.0000000,0.0000000,362.6099854,0.0000000
,Edwards Plateau Dry-Mesic Slope Forest and Woodland,31500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,3.1500001,0.0000000,0.0000000,0.0000000,0.0000000,3.1500001,0.0000000
,Edwards Plateau Limestone Savanna and Woodland,225320400.000000000000000,1567800.000000000000000,873900.000000000000000,2492100.000000000000000,26,22532.0000000,156.7799988,87.3899994,249.2100067,493.3800049,23025.4003906,2.1427600
,"Llano Uplift Acidic Forest, Woodland and Glade",1800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,0.1800000,0.0000000,0.0000000,0.0000000,0.0000000,0.1800000,0.0000000
,Edwards Plateau Limestone Shrubland,423120600.000000000000000,1992600.000000000000000,839700.000000000000000,1820700.000000000000000,26,42312.1015625,199.2599945,83.9700012,182.0700073,465.2999878,42777.3984375,1.0877200
,Crosstimbers Oak Forest and Woodland,1180360800.000000000000000,839700.000000000000000,346500.000000000000000,1314900.000000000000000,26,118036.0000000,83.9700012,34.6500015,131.4900055,250.1100006,118286.0000000,0.2114450
,North-Central Interior Dry-Mesic Oak Forest and Woodland,864000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,86.4000015,0.0000000,0.0000000,0.0000000,0.0000000,86.4000015,0.0000000
,Ruderal forest,1869300.000000000000000,26100.000000000000000,20700.000000000000000,38700.000000000000000,26,186.9299927,2.6099999,2.0699999,3.8699999,8.5500002,195.4799957,4.3738499
,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,32400.000000000000000,900.000000000000000,900.000000000000000,0.000000000000000,26,3.2400000,0.0900000,0.0900000,0.0000000,0.1800000,3.4200001,5.2631602
,Western Great Plains Wooded Draw and Ravine,108900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,10.8900003,0.0000000,0.0000000,0.0000000,0.0000000,10.8900003,0.0000000
,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,341100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,34.1100006,0.0000000,0.0000000,0.0000000,0.0000000,34.1100006,0.0000000
,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,3007800.000000000000000,36000.000000000000000,4500.000000000000000,9000.000000000000000,26,300.7799988,3.5999999,0.4500000,0.9000000,4.9499998,305.7300110,1.6190799
,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,4932000.000000000000000,11700.000000000000000,2700.000000000000000,24300.000000000000000,26,493.2000122,1.1700000,0.2700000,2.4300001,3.8699999,497.0700073,0.7785620
,Southern Rocky Mountain Ponderosa Pine Woodland,836990100.000000000000000,8837100.000000000000000,3536100.000000000000000,40890600.000000000000000,26,83699.0000000,883.7100220,353.6099854,4089.0600586,5326.3798828,89025.3984375,5.9829898
,Colorado Plateau Pinyon-Juniper Woodland,115200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,11.5200005,0.0000000,0.0000000,0.0000000,0.0000000,11.5200005,0.0000000
,Southern Rocky Mountain Juniper Woodland and Savanna,9425588400.000000000000000,2811600.000000000000000,1253700.000000000000000,2983500.000000000000000,26,942559.0000000,281.1600037,125.3700027,298.3500061,704.8800049,943264.0000000,0.0747278
,Southern Rocky Mountain Pinyon-Juniper Woodland,4042446300.000000000000000,6194700.000000000000000,2249100.000000000000000,7960500.000000000000000,26,404245.0000000,619.4699707,224.9100037,796.0499878,1640.4300537,405885.0000000,0.4041610
,Western Great Plains Floodplain,274834800.000000000000000,3907800.000000000000000,2092500.000000000000000,17870400.000000000000000,26,27483.5000000,390.7799988,209.2500000,1787.0400391,2387.0700684,29870.5996094,7.9913702
,Western Great Plains Floodplain Systems,1726586100.000000000000000,3272400.000000000000000,2017800.000000000000000,10681200.000000000000000,26,172659.0000000,327.2399902,201.7799988,1068.1199951,1597.1400146,174256.0000000,0.9165480
,Western Great Plains Riparian Woodland and Shrubland,576675900.000000000000000,4416300.000000000000000,2326500.000000000000000,31680900.000000000000000,26,57667.6015625,441.6300049,232.6499939,3168.0900879,3842.3701172,61510.0000000,6.2467399
,Central Interior and Appalachian Riparian Systems,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,0.0900000,0.0000000,0.0000000,0.0000000,0.0000000,0.0900000,0.0000000
,Southeastern Great Plains Riparian Forest,3600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,0.3600000,0.0000000,0.0000000,0.0000000,0.0000000,0.3600000,0.0000000
,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,32017500.000000000000000,63000.000000000000000,28800.000000000000000,1013400.000000000000000,26,3201.7500000,6.3000002,2.8800001,101.3399963,110.5199966,3312.2700195,3.3366799
,Rocky Mountain Subalpine-Montane Riparian Woodland,7200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,0.7200000,0.0000000,0.0000000,0.0000000,0.0000000,0.7200000,0.0000000
,North American Warm Desert Lower Montane Riparian Woodland and Shrubland,229500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,22.9500008,0.0000000,0.0000000,0.0000000,0.0000000,22.9500008,0.0000000
